adm_0_name,adm_1_name,adm_2_name,full_name,ISO_A0,FAO_GAUL_code,RNE_iso_code,IBGE_code,calendar_start_date,calendar_end_date,Year,dengue_total,case_definition_standardised,S_res,T_res,UUID,week_number,year,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
SINGAPORE,,,SINGAPORE,SGP,222,SGP,,2003-08-03,2003-08-09,2003,61,Confirmed,Admin0,Week,MOH-SGP-20002011-Y01-02,31,2003,28.914285714285715,25.771428571428572,32.385714285714286,4.357142857142857,,151.0,9.842857142857143,,1010.6,
SINGAPORE,,,SINGAPORE,SGP,222,SGP,,2003-08-10,2003-08-16,2003,60,Confirmed,Admin0,Week,MOH-SGP-20002011-Y01-02,32,2003,28.67142857142857,25.642857142857142,31.7,10.700000000000001,,149.75,10.614285714285714,,1009.1714285714286,
SINGAPORE,,,SINGAPORE,SGP,222,SGP,,2003-08-17,2003-08-23,2003,81,Confirmed,Admin0,Week,MOH-SGP-20002011-Y01-02,33,2003,27.714285714285715,25.414285714285715,31.285714285714285,7.6,,161.66666666666666,8.700000000000001,,1009.8166666666666,
SINGAPORE,,,SINGAPORE,SGP,222,SGP,,2003-08-24,2003-08-30,2003,91,Confirmed,Admin0,Week,MOH-SGP-20002011-Y01-02,34,2003,29.12857142857143,25.82857142857143,32.6,0.4714285714285714,,167.25,9.128571428571428,,1009.657142857143,
SINGAPORE,,,SINGAPORE,SGP,222,SGP,,2003-08-31,2003-09-06,2003,49,Confirmed,Admin0,Week,MOH-SGP-20002011-Y01-02,35,2003,27.314285714285713,24.650000000000002,31.228571428571428,6.3,,,5.966666666666666,,1010.8333333333334,
SINGAPORE,,,SINGAPORE,SGP,222,SGP,,2003-09-07,2003-09-13,2003,77,Confirmed,Admin0,Week,MOH-SGP-20002011-Y01-02,36,2003,28.24285714285714,24.771428571428572,31.571428571428573,9.214285714285714,,160.0,7.942857142857143,,1010.7714285714285,
SINGAPORE,,,SINGAPORE,SGP,222,SGP,,2003-09-14,2003-09-20,2003,60,Confirmed,Admin0,Week,MOH-SGP-20002011-Y01-02,37,2003,27.485714285714288,24.614285714285717,30.75714285714286,3.2714285714285714,,184.0,5.883333333333333,,1010.0666666666666,
SINGAPORE,,,SINGAPORE,SGP,222,SGP,,2003-09-21,2003-09-27,2003,76,Confirmed,Admin0,Week,MOH-SGP-20002011-Y01-02,38,2003,27.0,24.099999999999998,30.82857142857143,8.314285714285713,,201.0,4.05,,1011.1333333333333,
SINGAPORE,,,SINGAPORE,SGP,222,SGP,,2003-09-28,2003-10-04,2003,65,Confirmed,Admin0,Week,MOH-SGP-20002011-Y01-02,39,2003,27.985714285714288,24.957142857142856,31.428571428571427,8.028571428571428,,,6.0,,1010.0,
SINGAPORE,,,SINGAPORE,SGP,222,SGP,,2003-10-05,2003-10-11,2003,73,Confirmed,Admin0,Week,MOH-SGP-20002011-Y01-02,40,2003,28.442857142857143,25.24285714285714,31.914285714285715,6.8999999999999995,,138.5,6.871428571428572,,1008.657142857143,
SINGAPORE,,,SINGAPORE,SGP,222,SGP,,2003-10-12,2003-10-18,2003,66,Confirmed,Admin0,Week,MOH-SGP-20002011-Y01-02,41,2003,26.82857142857143,23.885714285714283,29.642857142857142,21.342857142857145,,,5.428571428571429,,1010.2857142857143,
SINGAPORE,,,SINGAPORE,SGP,222,SGP,,2003-10-19,2003-10-25,2003,73,Confirmed,Admin0,Week,MOH-SGP-20002011-Y01-02,42,2003,27.428571428571427,23.785714285714285,31.099999999999998,7.871428571428572,,,4.628571428571428,,1010.7428571428571,
SINGAPORE,,,SINGAPORE,SGP,222,SGP,,2003-10-26,2003-11-01,2003,95,Confirmed,Admin0,Week,MOH-SGP-20002011-Y01-02,43,2003,28.614285714285717,25.642857142857142,31.857142857142858,2.0714285714285716,,,6.014285714285714,,1011.0857142857143,
SINGAPORE,,,SINGAPORE,SGP,222,SGP,,2003-11-02,2003-11-08,2003,98,Confirmed,Admin0,Week,MOH-SGP-20002011-Y01-02,44,2003,26.8,23.583333333333332,31.114285714285717,14.714285714285714,,78.0,4.2,,1010.0666666666666,
SINGAPORE,,,SINGAPORE,SGP,222,SGP,,2003-11-09,2003-11-15,2003,93,Confirmed,Admin0,Week,MOH-SGP-20002011-Y01-02,45,2003,27.542857142857144,24.46666666666667,32.15,2.985714285714286,,,4.1000000000000005,,1009.8333333333334,
SINGAPORE,,,SINGAPORE,SGP,222,SGP,,2003-11-16,2003-11-22,2003,88,Confirmed,Admin0,Week,MOH-SGP-20002011-Y01-02,46,2003,27.771428571428572,25.185714285714283,31.842857142857145,4.728571428571429,,,3.085714285714286,,1009.2833333333333,
SINGAPORE,,,SINGAPORE,SGP,222,SGP,,2003-11-23,2003-11-29,2003,57,Confirmed,Admin0,Week,MOH-SGP-20002011-Y01-02,47,2003,27.142857142857142,24.814285714285713,30.47142857142857,7.414285714285714,,,3.0714285714285716,,1010.55,
SINGAPORE,,,SINGAPORE,SGP,222,SGP,,2003-11-30,2003-12-06,2003,66,Confirmed,Admin0,Week,MOH-SGP-20002011-Y01-02,48,2003,26.37142857142857,24.642857142857142,29.5,1.7,,338.0,4.6571428571428575,,1010.0571428571428,
SINGAPORE,,,SINGAPORE,SGP,222,SGP,,2003-12-07,2003-12-13,2003,94,Confirmed,Admin0,Week,MOH-SGP-20002011-Y01-02,49,2003,26.928571428571427,24.8,30.24285714285714,2.9285714285714284,,357.0,6.228571428571429,,1009.5,
SINGAPORE,,,SINGAPORE,SGP,222,SGP,,2003-12-14,2003-12-20,2003,82,Confirmed,Admin0,Week,MOH-SGP-20002011-Y01-02,50,2003,25.957142857142856,24.24285714285714,28.771428571428572,10.542857142857143,,348.0,5.083333333333333,,1009.9166666666666,
SINGAPORE,,,SINGAPORE,SGP,222,SGP,,2003-12-21,2003-12-27,2003,68,Confirmed,Admin0,Week,MOH-SGP-20002011-Y01-02,51,2003,26.057142857142857,23.62857142857143,29.414285714285715,21.24285714285714,,328.0,6.6000000000000005,,1011.5142857142857,
SINGAPORE,,,SINGAPORE,SGP,222,SGP,,2003-12-28,2004-01-03,2003,50,Confirmed,Admin0,Week,MOH-SGP-20002011-Y01-02,52,2003,27.12857142857143,24.485714285714288,30.557142857142857,3.3428571428571425,,109.0,11.485714285714286,,1012.0142857142857,
SINGAPORE,,,SINGAPORE,SGP,222,SGP,,2004-01-04,2004-01-10,2004,80,Confirmed,Admin0,Week,MOH-SGP-20002011-Y01-03,1,2004,27.625,24.55,31.875,0.0,,5.666666666666667,11.375,,,
SINGAPORE,,,SINGAPORE,SGP,222,SGP,,2004-01-11,2004-01-17,2004,82,Confirmed,Admin0,Week,MOH-SGP-20002011-Y01-03,2,2004,27.342857142857145,24.7,31.142857142857142,5.957142857142856,,111.57142857142857,11.12857142857143,,,
SINGAPORE,,,SINGAPORE,SGP,222,SGP,,2004-01-18,2004-01-24,2004,52,Confirmed,Admin0,Week,MOH-SGP-20002011-Y01-03,3,2004,27.7,24.866666666666664,31.566666666666666,2.314285714285714,,21.166666666666668,13.549999999999999,,,
SINGAPORE,,,SINGAPORE,SGP,222,SGP,,2004-01-25,2004-01-31,2004,79,Confirmed,Admin0,Week,MOH-SGP-20002011-Y01-03,4,2004,26.17142857142857,23.266666666666666,29.650000000000002,57.471428571428575,,149.0,10.25,,,
SINGAPORE,,,SINGAPORE,SGP,222,SGP,,2004-02-01,2004-02-07,2004,66,Confirmed,Admin0,Week,MOH-SGP-20002011-Y01-03,5,2004,26.2,23.385714285714283,29.12857142857143,20.071428571428573,,333.0,6.242857142857143,,,
SINGAPORE,,,SINGAPORE,SGP,222,SGP,,2004-02-08,2004-02-14,2004,60,Confirmed,Admin0,Week,MOH-SGP-20002011-Y01-03,6,2004,27.285714285714285,24.357142857142858,31.2,7.114285714285715,,135.0,8.642857142857142,,,
SINGAPORE,,,SINGAPORE,SGP,222,SGP,,2004-02-15,2004-02-21,2004,61,Confirmed,Admin0,Week,MOH-SGP-20002011-Y01-03,7,2004,27.7,25.214285714285715,31.5,0.0,,69.33333333333333,14.75,,,
SINGAPORE,,,SINGAPORE,SGP,222,SGP,,2004-02-22,2004-02-29,2004,53,Confirmed,Admin0,Week,MOH-SGP-20002011-Y01-03,8,2004,27.8,24.885714285714283,32.128571428571426,0.0,,16.571428571428573,14.328571428571427,,,
SINGAPORE,,,SINGAPORE,SGP,222,SGP,,2004-02-29,2004-03-06,2004,62,Confirmed,Admin0,Week,MOH-SGP-20002011-Y01-03,9,2004,28.014285714285712,24.5,32.8,0.0,,96.75,10.185714285714285,,,
SINGAPORE,,,SINGAPORE,SGP,222,SGP,,2004-03-07,2004-03-13,2004,56,Confirmed,Admin0,Week,MOH-SGP-20002011-Y01-03,10,2004,28.099999999999998,24.957142857142856,32.871428571428574,2.185714285714286,,136.66666666666666,8.2,,,
SINGAPORE,,,SINGAPORE,SGP,222,SGP,,2004-03-14,2004-03-20,2004,34,Confirmed,Admin0,Week,MOH-SGP-20002011-Y01-03,11,2004,26.5,23.2,30.74285714285714,28.88571428571429,,334.75,6.585714285714286,,,
SINGAPORE,,,SINGAPORE,SGP,222,SGP,,2004-03-21,2004-03-27,2004,41,Confirmed,Admin0,Week,MOH-SGP-20002011-Y01-03,12,2004,27.599999999999998,24.314285714285713,31.957142857142856,2.0714285714285716,,31.0,6.057142857142858,,,
SINGAPORE,,,SINGAPORE,SGP,222,SGP,,2004-03-28,2004-04-03,2004,41,Confirmed,Admin0,Week,MOH-SGP-20002011-Y01-03,13,2004,28.314285714285717,24.75714285714286,32.642857142857146,4.985714285714287,,,4.857142857142857,,,
SINGAPORE,,,SINGAPORE,SGP,222,SGP,,2004-04-04,2004-04-10,2004,37,Confirmed,Admin0,Week,MOH-SGP-20002011-Y01-03,14,2004,28.285714285714285,25.7,32.57142857142857,1.2428571428571427,,96.0,5.357142857142857,,,
SINGAPORE,,,SINGAPORE,SGP,222,SGP,,2004-04-11,2004-04-17,2004,99,Confirmed,Admin0,Week,MOH-SGP-20002011-Y01-03,15,2004,28.657142857142855,25.75714285714286,32.65714285714286,1.4571428571428573,,,5.057142857142857,,,
SINGAPORE,,,SINGAPORE,SGP,222,SGP,,2004-04-18,2004-04-24,2004,80,Confirmed,Admin0,Week,MOH-SGP-20002011-Y01-03,16,2004,30.02857142857143,27.099999999999998,34.0,0.0,,112.75,9.357142857142858,,,
SINGAPORE,,,SINGAPORE,SGP,222,SGP,,2004-04-25,2004-05-01,2004,87,Confirmed,Admin0,Week,MOH-SGP-20002011-Y01-03,17,2004,29.057142857142857,26.314285714285717,33.714285714285715,2.6142857142857143,,32.0,6.1571428571428575,,,
SINGAPORE,,,SINGAPORE,SGP,222,SGP,,2004-05-02,2004-05-08,2004,135,Confirmed,Admin0,Week,MOH-SGP-20002011-Y01-03,18,2004,28.7,25.599999999999998,33.128571428571426,3.2285714285714286,,,4.542857142857143,,,
SINGAPORE,,,SINGAPORE,SGP,222,SGP,,2004-05-09,2004-05-15,2004,116,Confirmed,Admin0,Week,MOH-SGP-20002011-Y01-03,19,2004,28.514285714285712,25.914285714285715,32.128571428571426,16.0,,,4.014285714285714,,,
SINGAPORE,,,SINGAPORE,SGP,222,SGP,,2004-05-16,2004-05-22,2004,91,Confirmed,Admin0,Week,MOH-SGP-20002011-Y01-03,20,2004,29.957142857142856,27.342857142857145,33.7,0.32857142857142857,,123.0,6.542857142857143,,,
SINGAPORE,,,SINGAPORE,SGP,222,SGP,,2004-05-23,2004-05-29,2004,124,Confirmed,Admin0,Week,MOH-SGP-20002011-Y01-03,21,2004,29.842857142857145,27.514285714285712,33.31428571428571,0.5857142857142856,,,6.185714285714285,,,
SINGAPORE,,,SINGAPORE,SGP,222,SGP,,2004-05-30,2004-06-05,2004,144,Confirmed,Admin0,Week,MOH-SGP-20002011-Y01-03,22,2004,27.67142857142857,25.014285714285712,31.842857142857138,2.442857142857143,,,3.585714285714286,,,
SINGAPORE,,,SINGAPORE,SGP,222,SGP,,2004-06-06,2004-06-12,2004,133,Confirmed,Admin0,Week,MOH-SGP-20002011-Y01-03,23,2004,28.17142857142857,24.47142857142857,32.042857142857144,6.014285714285714,,,4.871428571428572,,,
SINGAPORE,,,SINGAPORE,SGP,222,SGP,,2004-06-13,2004-06-19,2004,154,Confirmed,Admin0,Week,MOH-SGP-20002011-Y01-03,24,2004,28.942857142857143,24.97142857142857,32.22857142857143,14.185714285714285,,159.0,6.6000000000000005,,,
SINGAPORE,,,SINGAPORE,SGP,222,SGP,,2004-06-20,2004-06-26,2004,163,Confirmed,Admin0,Week,MOH-SGP-20002011-Y01-03,25,2004,29.900000000000002,26.900000000000002,33.25714285714286,0.0,,157.4,10.799999999999999,,,
SINGAPORE,,,SINGAPORE,SGP,222,SGP,,2004-06-27,2004-07-03,2004,163,Confirmed,Admin0,Week,MOH-SGP-20002011-Y01-03,26,2004,29.17142857142857,26.78333333333333,31.95,0.2857142857142857,,163.66666666666666,7.8500000000000005,,,
SINGAPORE,,,SINGAPORE,SGP,222,SGP,,2004-07-04,2004-07-10,2004,188,Confirmed,Admin0,Week,MOH-SGP-20002011-Y01-03,27,2004,28.342857142857145,24.928571428571427,32.36666666666667,5.528571428571428,,187.0,5.8999999999999995,,,
SINGAPORE,,,SINGAPORE,SGP,222,SGP,,2004-07-11,2004-07-17,2004,218,Confirmed,Admin0,Week,MOH-SGP-20002011-Y01-03,28,2004,26.885714285714283,24.52857142857143,30.542857142857144,2.3,,,4.316666666666667,,,
SINGAPORE,,,SINGAPORE,SGP,222,SGP,,2004-07-18,2004-07-24,2004,218,Confirmed,Admin0,Week,MOH-SGP-20002011-Y01-03,29,2004,27.014285714285712,23.75714285714286,30.571428571428573,9.042857142857143,,,3.3857142857142857,,,
SINGAPORE,,,SINGAPORE,SGP,222,SGP,,2004-07-25,2004-07-31,2004,218,Confirmed,Admin0,Week,MOH-SGP-20002011-Y01-03,30,2004,28.099999999999998,24.12857142857143,31.214285714285715,3.857142857142857,,178.5,9.042857142857143,,,
SINGAPORE,,,SINGAPORE,SGP,222,SGP,,2004-08-01,2004-08-07,2004,305,Confirmed,Admin0,Week,MOH-SGP-20002011-Y01-03,31,2004,26.928571428571427,24.7,30.542857142857144,3.6714285714285713,,,4.514285714285714,,,
SINGAPORE,,,SINGAPORE,SGP,222,SGP,,2004-08-08,2004-08-14,2004,251,Confirmed,Admin0,Week,MOH-SGP-20002011-Y01-03,32,2004,28.2,25.042857142857144,31.228571428571428,4.314285714285714,,158.5,11.571428571428571,,,
SINGAPORE,,,SINGAPORE,SGP,222,SGP,,2004-08-15,2004-08-21,2004,278,Confirmed,Admin0,Week,MOH-SGP-20002011-Y01-03,33,2004,28.357142857142858,25.857142857142858,31.514285714285712,0.0,,158.16666666666666,11.214285714285714,,,
SINGAPORE,,,SINGAPORE,SGP,222,SGP,,2004-08-22,2004-08-28,2004,329,Confirmed,Admin0,Week,MOH-SGP-20002011-Y01-03,34,2004,28.24285714285714,24.842857142857145,32.05714285714286,6.2,,162.0,9.4,,,
SINGAPORE,,,SINGAPORE,SGP,222,SGP,,2004-08-29,2004-09-04,2004,274,Confirmed,Admin0,Week,MOH-SGP-20002011-Y01-03,35,2004,28.671428571428574,25.728571428571428,31.814285714285713,16.4,,148.4,10.385714285714286,,,
SINGAPORE,,,SINGAPORE,SGP,222,SGP,,2004-09-05,2004-09-11,2004,308,Confirmed,Admin0,Week,MOH-SGP-20002011-Y01-03,36,2004,28.657142857142855,26.099999999999998,32.05714285714286,2.0714285714285716,,142.4,12.433333333333332,,,
SINGAPORE,,,SINGAPORE,SGP,222,SGP,,2004-09-12,2004-09-18,2004,260,Confirmed,Admin0,Week,MOH-SGP-20002011-Y01-03,37,2004,28.2,25.342857142857145,32.2,1.45,,112.33333333333333,10.071428571428571,,,
SINGAPORE,,,SINGAPORE,SGP,222,SGP,,2004-09-19,2004-09-25,2004,326,Confirmed,Admin0,Week,MOH-SGP-20002011-Y01-03,38,2004,27.414285714285715,24.685714285714287,31.314285714285713,4.357142857142857,,,6.55,,,
SINGAPORE,,,SINGAPORE,SGP,222,SGP,,2004-09-26,2004-10-02,2004,301,Confirmed,Admin0,Week,MOH-SGP-20002011-Y01-03,39,2004,27.75714285714286,24.857142857142858,32.05714285714286,10.071428571428571,,,5.228571428571429,,,
SINGAPORE,,,SINGAPORE,SGP,222,SGP,,2004-10-03,2004-10-09,2004,241,Confirmed,Admin0,Week,MOH-SGP-20002011-Y01-03,40,2004,27.385714285714283,25.099999999999998,30.614285714285717,1.2428571428571427,,,4.114285714285715,,,
SINGAPORE,,,SINGAPORE,SGP,222,SGP,,2004-10-10,2004-10-16,2004,269,Confirmed,Admin0,Week,MOH-SGP-20002011-Y01-03,41,2004,28.885714285714283,25.87142857142857,32.08571428571428,1.3857142857142857,,144.5,8.971428571428572,,,
SINGAPORE,,,SINGAPORE,SGP,222,SGP,,2004-10-17,2004-10-23,2004,307,Confirmed,Admin0,Week,MOH-SGP-20002011-Y01-03,42,2004,28.7,25.266666666666666,33.31666666666667,0.0,,,5.533333333333334,,,
SINGAPORE,,,SINGAPORE,SGP,222,SGP,,2004-10-24,2004-10-30,2004,258,Confirmed,Admin0,Week,MOH-SGP-20002011-Y01-03,43,2004,26.842857142857145,24.32857142857143,30.599999999999998,8.542857142857143,,,2.9,,,
SINGAPORE,,,SINGAPORE,SGP,222,SGP,,2004-10-31,2004-11-06,2004,255,Confirmed,Admin0,Week,MOH-SGP-20002011-Y01-03,44,2004,26.8,24.185714285714287,30.842857142857145,7.757142857142857,,,3.742857142857143,,,
SINGAPORE,,,SINGAPORE,SGP,222,SGP,,2004-11-07,2004-11-13,2004,190,Confirmed,Admin0,Week,MOH-SGP-20002011-Y01-03,45,2004,27.285714285714285,24.557142857142857,31.457142857142856,11.828571428571427,,,3.0285714285714285,,,
SINGAPORE,,,SINGAPORE,SGP,222,SGP,,2004-11-14,2004-11-20,2004,261,Confirmed,Admin0,Week,MOH-SGP-20002011-Y01-03,46,2004,27.47142857142857,25.085714285714285,31.62857142857143,2.085714285714286,,,3.0285714285714285,,,
