"adm_0_name","adm_1_name","adm_2_name","full_name","ISO_A0","FAO_GAUL_code","RNE_iso_code","IBGE_code","calendar_start_date","calendar_end_date","Year","dengue_total","case_definition_standardised","S_res","T_res","UUID"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2004-09-05","2004-09-11",2004,308,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-03"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2004-09-12","2004-09-18",2004,260,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-03"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2004-09-19","2004-09-25",2004,326,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-03"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2004-09-26","2004-10-02",2004,301,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-03"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2004-10-03","2004-10-09",2004,241,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-03"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2004-10-10","2004-10-16",2004,269,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-03"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2004-10-17","2004-10-23",2004,307,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-03"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2004-10-24","2004-10-30",2004,258,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-03"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2004-10-31","2004-11-06",2004,255,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-03"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2004-11-07","2004-11-13",2004,190,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-03"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2004-11-14","2004-11-20",2004,261,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-03"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2004-11-21","2004-11-27",2004,314,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-03"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2004-11-28","2004-12-04",2004,297,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-03"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2004-12-05","2004-12-11",2004,304,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-03"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2004-12-12","2004-12-18",2004,326,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-03"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2004-12-19","2004-12-25",2004,288,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-03"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2004-12-26","2005-01-01",2004,243,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-03"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2005-01-01","2005-12-31",2005,14209,"Total","Admin0","Year","TYCHO-ALL-19242017-SV_DF01-00"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2005-01-02","2005-01-08",2005,335,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-03"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2005-01-09","2005-01-15",2005,297,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-03"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2005-01-16","2005-01-22",2005,254,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-03"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2005-01-23","2005-01-29",2005,285,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-03"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2005-01-30","2005-02-05",2005,280,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-03"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2005-02-06","2005-02-12",2005,193,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-03"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2005-02-13","2005-02-19",2005,314,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-03"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2005-02-20","2005-02-26",2005,236,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-03"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2005-02-27","2005-03-05",2005,151,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-03"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2005-03-06","2005-03-12",2005,156,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-03"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2005-03-13","2005-03-19",2005,99,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-03"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2005-03-20","2005-03-26",2005,93,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-03"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2005-03-27","2005-04-02",2005,132,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-03"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2005-04-03","2005-04-09",2005,120,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-03"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2005-04-10","2005-04-16",2005,117,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-03"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2005-04-17","2005-04-23",2005,134,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-03"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2005-04-24","2005-04-30",2005,115,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-03"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2005-05-01","2005-05-07",2005,134,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-03"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2005-05-08","2005-05-14",2005,149,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-03"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2005-05-15","2005-05-21",2005,158,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-03"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2005-05-22","2005-05-28",2005,163,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-03"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2005-05-29","2005-06-04",2005,139,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-03"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2005-06-05","2005-06-11",2005,212,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-03"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2005-06-12","2005-06-18",2005,253,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-03"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2005-06-19","2005-06-25",2005,315,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-03"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2005-06-26","2005-07-02",2005,385,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-03"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2005-07-03","2005-07-09",2005,354,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-03"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2005-07-10","2005-07-16",2005,351,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-03"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2005-07-17","2005-07-23",2005,400,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-03"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2005-07-24","2005-07-30",2005,346,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-03"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2005-07-31","2005-08-06",2005,328,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-03"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2005-08-07","2005-08-13",2005,304,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-03"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2005-08-14","2005-08-20",2005,409,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-03"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2005-08-21","2005-08-27",2005,485,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-03"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2005-08-28","2005-09-03",2005,544,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-03"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2005-09-04","2005-09-10",2005,691,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-03"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2005-09-11","2005-09-17",2005,692,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-03"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2005-09-18","2005-09-24",2005,712,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-03"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2005-09-25","2005-10-01",2005,537,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-03"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2005-10-02","2005-10-08",2005,466,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-03"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2005-10-09","2005-10-15",2005,384,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-03"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2005-10-16","2005-10-22",2005,357,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-03"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2005-10-23","2005-10-29",2005,331,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-03"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2005-10-30","2005-11-05",2005,212,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-03"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2005-11-06","2005-11-12",2005,171,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-03"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2005-11-13","2005-11-19",2005,142,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-03"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2005-11-20","2005-11-26",2005,139,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-03"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2005-11-27","2005-12-03",2005,122,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-03"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2005-12-04","2005-12-10",2005,87,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-03"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2006-01-01","2006-12-31",2006,3127,"Total","Admin0","Year","TYCHO-ALL-19242017-SV_DF01-00"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2006-01-01","2006-01-07",2006,82,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2006-01-08","2006-01-14",2006,62,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2006-01-15","2006-01-21",2006,46,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2006-01-22","2006-01-28",2006,71,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2006-01-29","2006-02-04",2006,39,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2006-02-05","2006-02-11",2006,74,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2006-02-12","2006-02-18",2006,55,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2006-02-19","2006-02-25",2006,74,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2006-02-26","2006-03-04",2006,58,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2006-03-05","2006-03-11",2006,57,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2006-03-12","2006-03-18",2006,36,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2006-03-19","2006-03-25",2006,44,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2006-03-26","2006-04-01",2006,38,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2006-04-02","2006-04-08",2006,38,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2006-04-09","2006-04-15",2006,40,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2006-04-16","2006-04-22",2006,31,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2006-04-23","2006-04-29",2006,37,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2006-04-30","2006-05-06",2006,50,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2006-05-07","2006-05-13",2006,41,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2006-05-14","2006-05-20",2006,72,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2006-05-21","2006-05-27",2006,79,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2006-05-28","2006-06-03",2006,76,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2006-06-04","2006-06-10",2006,84,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2006-06-11","2006-06-17",2006,84,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2006-06-18","2006-06-24",2006,85,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2006-06-25","2006-07-01",2006,93,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2006-07-02","2006-07-08",2006,106,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2006-07-09","2006-07-15",2006,102,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2006-07-16","2006-07-22",2006,100,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2006-07-23","2006-07-29",2006,68,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2006-07-30","2006-08-05",2006,79,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2006-08-06","2006-08-12",2006,80,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2006-08-13","2006-08-19",2006,73,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2006-08-20","2006-08-26",2006,76,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2006-08-27","2006-09-02",2006,59,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2006-09-03","2006-09-09",2006,54,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2006-09-10","2006-09-16",2006,56,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2006-09-17","2006-09-23",2006,53,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2006-09-24","2006-09-30",2006,53,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2006-10-01","2006-10-07",2006,50,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2006-10-08","2006-10-14",2006,47,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2006-10-15","2006-10-21",2006,41,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2006-10-22","2006-10-28",2006,35,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2006-10-29","2006-11-04",2006,46,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2006-11-05","2006-11-11",2006,40,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2006-11-12","2006-11-18",2006,44,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2006-11-19","2006-11-25",2006,42,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2006-11-26","2006-12-02",2006,39,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2006-12-03","2006-12-09",2006,43,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2006-12-10","2006-12-16",2006,53,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2006-12-17","2006-12-23",2006,42,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2006-12-24","2006-12-30",2006,48,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2006-12-31","2007-01-06",2006,61,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2007-01-01","2007-12-31",2007,8826,"Total","Admin0","Year","TYCHO-ALL-19242017-SV_DF01-00"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2007-01-07","2007-01-13",2007,63,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2007-01-14","2007-01-20",2007,46,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2007-01-21","2007-01-27",2007,55,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2007-01-28","2007-02-03",2007,55,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2007-02-04","2007-02-10",2007,33,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2007-02-11","2007-02-17",2007,56,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2007-02-18","2007-02-24",2007,44,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2007-02-25","2007-03-03",2007,61,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2007-03-04","2007-03-10",2007,71,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2007-03-11","2007-03-17",2007,42,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2007-03-18","2007-03-24",2007,86,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2007-03-25","2007-03-31",2007,57,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2007-04-01","2007-04-07",2007,85,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2007-04-08","2007-04-14",2007,125,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2007-04-15","2007-04-21",2007,97,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2007-04-22","2007-04-28",2007,129,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2007-04-29","2007-05-05",2007,111,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2007-05-06","2007-05-12",2007,177,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2007-05-13","2007-05-19",2007,206,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2007-05-20","2007-05-26",2007,257,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2007-05-27","2007-06-02",2007,229,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2007-06-03","2007-06-09",2007,290,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2007-06-10","2007-06-16",2007,396,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2007-06-17","2007-06-23",2007,348,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2007-06-24","2007-06-30",2007,380,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2007-07-01","2007-07-07",2007,433,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2007-07-08","2007-07-14",2007,376,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
"SINGAPORE",NA,NA,"SINGAPORE","SGP",222,"SGP",NA,"2007-07-15","2007-07-21",2007,360,"Confirmed","Admin0","Week","MOH-SGP-20002011-Y01-04"
